Diagnosis Code,Procedure Code
T50.901A,80306
T50.901A,80307
T50.901A,G0480
T50.901A,G0481
T50.901A,G0482
T50.901A,G0483
T50.901A,G0659
T50.901A,0143U
T50.901A,0144U
T50.901A,0145U
T50.901A,0146U
T50.901A,0147U
T50.901A,0148U
T50.901A,0149U
T50.901A,0150U
T50.901A,0227U
T50.902A,80305
T50.902A,80306
T50.902A,80307
T50.902A,G0480
T50.902A,G0481
T50.902A,G0482
T50.902A,G0483
T50.902A,G0659
T50.902A,0143U
T50.902A,0144U
T50.902A,0145U
T50.902A,0146U
T50.902A,0147U
T50.902A,0148U
T50.902A,0149U
T50.902A,0150U
T50.902A,0227U
T50.903A,80305
T50.903A,80306
T50.903A,80307
T50.903A,G0480
T50.903A,G0481
T50.903A,G0482
T50.903A,G0483
T50.903A,G0659
T50.903A,0143U
T50.903A,0144U
T50.903A,0145U
T50.903A,0146U
T50.903A,0147U
T50.903A,0148U
T50.903A,0149U
T50.903A,0150U
T50.903A,0227U
T50.904A,80305
T50.904A,80306
T50.904A,80307
T50.904A,G0480
T50.904A,G0481
T50.904A,G0482
T50.904A,G0483
T50.904A,G0659
T50.904A,0143U
T50.904A,0144U
T50.904A,0145U
T50.904A,0146U
T50.904A,0147U
T50.904A,0148U
T50.904A,0149U
T50.904A,0150U
T50.904A,0227U
Z03.821,80305
Z03.821,80306
Z03.821,80307
Z03.821,G0480
Z03.821,G0481
Z03.821,G0482
Z03.821,G0483
Z03.821,G0659
Z03.821,0143U
Z03.821,0144U
Z03.821,0145U
Z03.821,0146U
Z03.821,0147U
Z03.821,0148U
Z03.821,0149U
Z03.821,0150U
Z03.821,0227U
Z03.822,80305
Z03.822,80306
Z03.822,80307
Z03.822,G0480
Z03.822,G0481
Z03.822,G0482
Z03.822,G0483
Z03.822,G0659
Z03.822,0143U
Z03.822,0144U
Z03.822,0145U
Z03.822,0146U
Z03.822,0147U
Z03.822,0148U
Z03.822,0149U
Z03.822,0150U
Z03.822,0227U
Z03.823,80305
Z03.823,80306
Z03.823,80307
Z03.823,G0480
Z03.823,G0481
Z03.823,G0482
Z03.823,G0483
Z03.823,G0659
Z03.823,0143U
Z03.823,0144U
Z03.823,0145U
Z03.823,0146U
Z03.823,0147U
Z03.823,0148U
Z03.823,0149U
Z03.823,0150U
Z03.823,0227U
Z03.89,80305
Z03.89,80306
Z03.89,80307
Z03.89,G0480
Z03.89,G0481
Z03.89,G0482
Z03.89,G0483
Z03.89,G0659
Z03.89,0143U
Z03.89,0144U
Z03.89,0145U
Z03.89,0146U
Z03.89,0147U
Z03.89,0148U
Z03.89,0149U
Z03.89,0150U
Z03.89,0227U
Z51.81,80305
Z51.81,80306
Z51.81,80307
Z51.81,G0480
Z51.81,G0481
Z51.81,G0482
Z51.81,G0483
Z51.81,G0659
Z51.81,0143U
Z51.81,0144U
Z51.81,0145U
Z51.81,0146U
Z51.81,0147U
Z51.81,0148U
Z51.81,0149U
Z51.81,0150U
Z51.81,0227U
Z79.3,80305
Z79.3,80306
Z79.3,80307
Z79.3,G0480
Z79.3,G0481
Z79.3,G0482
Z79.3,G0483
Z79.3,G0659
Z79.3,0143U
Z79.3,0144U
Z79.3,0145U
Z79.3,0146U
Z79.3,0147U
Z79.3,0148U
Z79.3,0149U
Z79.3,0150U
Z79.3,0227U
Z79.891,80305
Z79.891,80306
Z79.891,80307
Z79.891,G0480
Z79.891,G0481
Z79.891,G0482
Z79.891,G0483
Z79.891,G0659
Z79.891,0143U
Z79.891,0144U
Z79.891,0145U
Z79.891,0146U
Z79.891,0147U
Z79.891,0148U
Z79.891,0149U
Z79.891,0150U
Z79.891,0227U
Z79.899,80305
Z79.899,80306
Z79.899,80307
Z79.899,G0480
Z79.899,G0481
Z79.899,G0482
Z79.899,G0483
Z79.899,G0659
Z79.899,0143U
Z79.899,0144U
Z79.899,0145U
Z79.899,0146U
Z79.899,0147U
Z79.899,0148U
Z79.899,0149U
Z79.899,0150U
Z79.899,0227U
Z91.19,80305
Z91.19,80306
Z91.19,80307
Z91.19,G0480
Z91.19,G0481
Z91.19,G0482
Z91.19,G0483
Z91.19,G0659
Z91.19,0143U
Z91.19,0144U
Z91.19,0145U
Z91.19,0146U
Z91.19,0147U
Z91.19,0148U
Z91.19,0149U
Z91.19,0150U
Z91.19,0227U
H18.511,76514
H18.512,76514
H18.513,76514
H18.591,76514
H18.592,76514
H18.593,76514
H40.10X1,76514
H40.10X2,76514
H40.10X3,76514
H40.10X4,76514
H40.1111,76514
H40.1112,76514
H40.1113,76514
H40.1114,76514
H40.1121,76514
H40.1122,76514
H40.1123,76514
H40.1124,76514
H40.1131,76514
H40.1132,76514
H40.1133,76514
H40.1134,76514
H40.1290,76514
H40.20X1,76514
H40.20X2,76514
H40.20X3,76514
H40.20X4,76514
H40.31X1,76514
H40.31X2,76514
H40.31X3,76514
H40.31X4,76514
H40.32X1,76514
H40.32X2,76514
H40.32X3,76514
H40.32X4,76514
H40.33X1,76514
H40.33X2,76514
H40.33X3,76514
H40.33X4,76514
H40.41X1,76514
H40.41X2,76514
H40.41X3,76514
H40.41X4,76514
H40.42X1,76514
H40.42X2,76514
H40.42X3,76514
H40.42X4,76514
H40.43X1,76514
H40.43X2,76514
H40.43X3,76514
H40.43X4,76514
H40.51X1,76514
H40.51X2,76514
H40.51X3,76514
H40.51X4,76514
H40.52X1,76514
H40.52X2,76514
H40.52X3,76514
H40.52X4,76514
H40.53X1,76514
H40.53X2,76514
H40.53X3,76514
H40.53X4,76514
H40.60X1,76514
H40.60X2,76514
H40.60X3,76514
H40.60X4,76514
H40.61X1,76514
H40.61X2,76514
H40.61X3,76514
H40.61X4,76514
H40.62X1,76514
H40.62X2,76514
H40.62X3,76514
H40.62X4,76514
H40.63X1,76514
H40.63X2,76514
H40.63X3,76514
H40.63X4,76514
H40.89,76514
H40.9,76514
H42,76514
Q15.0,76514
T85.318A,76514
T85.328A,76514
T86.8401,76514
T86.8402,76514
T86.8403,76514
T86.8411,76514
T86.8412,76514
T86.8413,76514
L01.1,11000
L08.0,11000
L08.0,11001
L08.0,11042
L08.0,11043
L08.0,11044
L08.0,11045
L08.0,11046
L08.0,11047
L08.81,11000
L08.81,11001
L08.81,11042
L08.81,11043
L08.81,11044
L08.81,11045
L08.81,11046
L08.81,11047
L23.89,11000
L23.89,11001
L24.81,11000
L24.81,11001
L24.89,11000
L24.89,11001
L25.2,11000
L25.2,11001
L25.8,11000
L25.8,11001
L30.0,11000
L30.0,11001
L30.2,11000
L30.2,11001
L30.9,11000
L30.9,11001
L56.4,11000
L56.4,11001
L58.0,11000
L58.0,11001
L58.1,11000
L58.1,11001
L59.0,11000
L59.0,11001
L59.8,11000
L59.8,11001
L88,11000
L88,11001
L88,11042
L88,11043
L88,11044
L88,11045
L88,11046
L88,11047
I70.408,36005
I70.408,36010
I70.408,36140
I70.408,36215
I70.408,36216
I70.408,36217
I70.408,36218
I70.408,36245
I70.408,36246
I70.408,36247
I70.408,36593
I70.408,36831
I70.408,36832
I70.408,36833
I70.408,36901
I70.408,36902
I70.408,36903
I70.408,36904
I70.408,36905
I70.408,36906
I70.408,36907
I70.408,37186
I70.408,37211
I70.408,37212
I70.408,37213
I70.408,37214
I70.408,37236
I70.408,37237
I70.408,37246
I70.408,37247
I70.408,37248
I70.408,37249
I70.408,75710
I70.408,75820
I70.408,75822
I70.408,75825
I70.408,75827
I70.408,93990
I70.418,36005
I70.418,36010
I70.418,36140
I70.418,36215
I70.418,36216
I70.418,36217
I70.418,36218
I70.418,36245
I70.418,36246
I70.418,36247
I70.418,36593
I70.418,36831
I70.418,36832
I70.418,36833
I70.418,36901
I70.418,36902
I70.418,36903
I70.418,36904
I70.418,36905
I70.418,36906
I70.418,36907
I70.418,37186
I70.418,37211
I70.418,37212
I70.418,37213
I70.418,37214
I70.418,37236
I70.418,37237
I70.418,37246
I70.418,37247
I70.418,37248
I70.418,37249
I70.418,75710
I70.418,75820
I70.418,75822
I70.418,75825
I70.418,75827
I70.418,93990
I70.428,36005
I70.428,36010
I70.428,36140
I70.428,36215
I70.428,36216
I70.428,36217
I70.428,36218
I70.428,36245
I70.428,36246
I70.428,36247
I70.428,36593
I70.428,36831
I70.428,36832
I70.428,36833
I70.428,36901
I70.428,36902
I70.428,36903
I70.428,36904
I70.428,36905
I70.428,36906
I70.428,36907
I70.428,37186
I70.428,37211
I70.428,37212
I70.428,37213
I70.428,37214
I70.428,37236
I70.428,37237
I70.428,37246
I70.428,37247
I70.428,37248
I70.428,37249
I70.428,75710
I70.428,75820
I70.428,75822
I70.428,75825
I70.428,75827
I70.428,93990
I70.45,36005
I70.45,36010
I70.45,36140
I70.45,36215
I70.45,36216
I70.45,36217
I70.45,36218
I70.45,36245
I70.45,36246
I70.45,36247
I70.45,36593
I70.45,36831
I70.45,36832
I70.45,36833
I70.45,36901
I70.45,36902
I70.45,36903
I70.45,36904
I70.45,36905
I70.45,36906
I70.45,36907
I70.45,37186
I70.45,37211
I70.45,37212
I70.45,37213
I70.45,37214
I70.45,37236
I70.45,37237
I70.45,37246
I70.45,37247
I70.45,37248
I70.45,37249
I70.45,75710
I70.45,75820
I70.45,75822
I70.45,75825
I70.45,75827
I70.45,93990
I70.468,36005
I70.468,36010
I70.468,36140
I70.468,36215
I70.468,36216
I70.468,36217
I70.468,36218
I70.468,36245
I70.468,36246
I70.468,36247
I70.468,36593
I70.468,36831
I70.468,36832
I70.468,36833
I70.468,36901
I70.468,36902
I70.468,36903
I70.468,36904
I70.468,36905
I70.468,36906
I70.468,36907
I70.468,37186
I70.468,37211
I70.468,37212
I70.468,37213
I70.468,37214
I70.468,37236
I70.468,37237
I70.468,37246
I70.468,37247
I70.468,37248
I70.468,37249
I70.468,75710
I70.468,75820
I70.468,75822
I70.468,75825
I70.468,75827
I70.468,93990
I70.498,36005
I70.498,36010
I70.498,36140
I70.498,36215
I70.498,36216
I70.498,36217
I70.498,36218
I70.498,36245
I70.498,36246
I70.498,36247
I70.498,36593
I70.498,36831
I70.498,36832
I70.498,36833
I70.498,36901
I70.498,36902
I70.498,36903
I70.498,36904
I70.498,36905
I70.498,36906
I70.498,36907
I70.498,37186
I70.498,37211
I70.498,37212
I70.498,37213
I70.498,37214
I70.498,37236
I70.498,37237
I70.498,37246
I70.498,37247
I70.498,37248
I70.498,37249
I70.498,75710
I70.498,75820
I70.498,75822
I70.498,75825
I70.498,75827
I70.498,93990
I70.508,36005
I70.508,36010
I70.508,36140
I70.508,36215
I70.508,36216
I70.508,36217
I70.508,36218
I70.508,36245
I70.508,36246
I70.508,36247
I70.508,36593
I70.508,36831
I70.508,36832
I70.508,36833
I70.508,36901
I70.508,36902
I70.508,36903
I70.508,36904
I70.508,36905
I70.508,36906
I70.508,36907
I70.508,37186
I70.508,37211
I70.508,37212
I70.508,37213
I70.508,37214
I70.508,37236
I70.508,37237
I70.508,37246
I70.508,37247
I70.508,37248
I70.508,37249
I70.508,75710
I70.508,75820
I70.508,75822
I70.508,75825
I70.508,75827
I70.508,93990
I70.518,36005
I70.518,36010
I70.518,36140
I70.518,36215
I70.518,36216
I70.518,36217
I70.518,36218
I70.518,36245
I70.518,36246
I70.518,36247
I70.518,36593
I70.518,36831
I70.518,36832
I70.518,36833
I70.518,36901
I70.518,36902
I70.518,36903
I70.518,36904
I70.518,36905
I70.518,36906
I70.518,36907
I70.518,37186
I70.518,37211
I70.518,37212
I70.518,37213
I70.518,37214
I70.518,37236
I70.518,37237
I70.518,37246
I70.518,37247
I70.518,37248
I70.518,37249
I70.518,75710
I70.518,75820
I70.518,75822
I70.518,75825
I70.518,75827
I70.518,93990
I70.528,36005
I70.528,36010
I70.528,36140
I70.528,36215
I70.528,36216
I70.528,36217
I70.528,36218
I70.528,36245
I70.528,36246
I70.528,36247
I70.528,36593
I70.528,36831
I70.528,36832
I70.528,36833
I70.528,36901
I70.528,36902
I70.528,36903
I70.528,36904
I70.528,36905
I70.528,36906
I70.528,36907
I70.528,37186
I70.528,37211
I70.528,37212
I70.528,37213
I70.528,37214
I70.528,37236
I70.528,37237
I70.528,37246
I70.528,37247
I70.528,37248
I70.528,37249
I70.528,75710
I70.528,75820
I70.528,75822
I70.528,75825
I70.528,75827
I70.528,93990
I70.55,36005
I70.55,36010
I70.55,36140
I70.55,36215
I70.55,36216
I70.55,36217
I70.55,36218
I70.55,36245
I70.55,36246
I70.55,36247
I70.55,36593
I70.55,36831
I70.55,36832
I70.55,36833
I70.55,36901
I70.55,36902
I70.55,36903
I70.55,36904
I70.55,36905
I70.55,36906
I70.55,36907
I70.55,37186
I70.55,37211
I70.55,37212
I70.55,37213
I70.55,37214
I70.55,37236
I70.55,37237
I70.55,37246
I70.55,37247
I70.55,37248
I70.55,37249
I70.55,75710
I70.55,75820
I70.55,75822
I70.55,75825
I70.55,75827
I70.55,93990
I70.568,36005
I70.568,36010
I70.568,36140
I70.568,36215
I70.568,36216
I70.568,36217
I70.568,36218
I70.568,36245
I70.568,36246
I70.568,36247
I70.568,36593
I70.568,36831
I70.568,36832
I70.568,36833
I70.568,36901
I70.568,36902
I70.568,36903
I70.568,36904
I70.568,36905
I70.568,36906
I70.568,36907
I70.568,37186
I70.568,37211
I70.568,37212
I70.568,37213
I70.568,37214
I70.568,37236
I70.568,37237
I70.568,37246
I70.568,37247
I70.568,37248
I70.568,37249
I70.568,75710
I70.568,75820
I70.568,75822
I70.568,75825
I70.568,75827
I70.568,93990
I70.598,36005
I70.598,36010
I70.598,36140
I70.598,36215
I70.598,36216
I70.598,36217
I70.598,36218
I70.598,36245
I70.598,36246
I70.598,36247
I70.598,36593
I70.598,36831
I70.598,36832
I70.598,36833
I70.598,36901
I70.598,36902
I70.598,36903
I70.598,36904
I70.598,36905
I70.598,36906
I70.598,36907
I70.598,37186
I70.598,37211
I70.598,37212
I70.598,37213
I70.598,37214
I70.598,37236
I70.598,37237
I70.598,37246
I70.598,37247
I70.598,37248
I70.598,37249
I70.598,75710
I70.598,75820
I70.598,75822
I70.598,75825
I70.598,75827
I70.598,93990
I72.1,36005
I72.1,36010
I72.1,36140
I72.1,36215
I72.1,36216
I72.1,36217
I72.1,36218
I72.1,36245
I72.1,36246
I72.1,36247
I72.1,36593
I72.1,36831
I72.1,36832
I72.1,36833
I72.1,36901
I72.1,36902
I72.1,36903
I72.1,36904
I72.1,36905
I72.1,36906
I72.1,36907
I72.1,37186
I72.1,37211
I72.1,37212
I72.1,37213
I72.1,37214
I72.1,37236
I72.1,37237
I72.1,37246
I72.1,37247
I72.1,37248
I72.1,37249
I72.1,75710
I72.1,75820
I72.1,75822
I72.1,75825
I72.1,75827
I72.1,93990
I72.4,36005
I72.4,36010
I72.4,36140
I72.4,36215
I72.4,36216
I72.4,36217
I72.4,36218
I72.4,36245
I72.4,36246
I72.4,36247
I72.4,36593
I72.4,36831
I72.4,36832
I72.4,36833
I72.4,36901
I72.4,36902
I72.4,36903
I72.4,36904
I72.4,36905
I72.4,36906
I72.4,36907
I72.4,37186
I72.4,37211
I72.4,37212
I72.4,37213
I72.4,37214
I72.4,37236
I72.4,37237
I72.4,37246
I72.4,37247
I72.4,37248
I72.4,37249
I72.4,75710
I72.4,75820
I72.4,75822
I72.4,75825
I72.4,75827
I72.4,93990
I74.2,36005
I74.2,36010
I74.2,36140
I74.2,36215
I74.2,36216
I74.2,36217
I74.2,36218
I74.2,36245
I74.2,36246
I74.2,36247
I74.2,36593
I74.2,36831
I74.2,36832
I74.2,36833
I74.2,36901
I74.2,36902
I74.2,36903
I74.2,36904
I74.2,36905
I74.2,36906
I74.2,36907
I74.2,37186
I74.2,37211
I74.2,37212
I74.2,37213
I74.2,37214
I74.2,37236
I74.2,37237
I74.2,37246
I74.2,37247
I74.2,37248
I74.2,37249
I74.2,75710
I74.2,75820
I74.2,75822
I74.2,75825
I74.2,75827
I74.2,93990
I74.3,36005
I74.3,36010
I74.3,36140
I74.3,36215
I74.3,36216
I74.3,36217
I74.3,36218
I74.3,36245
I74.3,36246
I74.3,36247
I74.3,36593
I74.3,36831
I74.3,36832
I74.3,36833
I74.3,36901
I74.3,36902
I74.3,36903
I74.3,36904
I74.3,36905
I74.3,36906
I74.3,36907
I74.3,37186
I74.3,37211
I74.3,37212
I74.3,37213
I74.3,37214
I74.3,37236
I74.3,37237
I74.3,37246
I74.3,37247
I74.3,37248
I74.3,37249
I74.3,75710
I74.3,75820
I74.3,75822
I74.3,75825
I74.3,75827
I74.3,93990
I77.0,36005
I77.0,36010
I77.0,36140
I77.0,36215
I77.0,36216
I77.0,36217
I77.0,36218
I77.0,36245
I77.0,36246
I77.0,36247
I77.0,36593
I77.0,36831
I77.0,36832
I77.0,36833
I77.0,36901
I77.0,36902
I77.0,36903
I77.0,36904
I77.0,36905
I77.0,36906
I77.0,36907
I77.0,37186
I77.0,37211
I77.0,37212
I77.0,37213
I77.0,37214
I77.0,37236
I77.0,37237
I77.0,37246
I77.0,37247
I77.0,37248
I77.0,37249
I77.0,75710
I77.0,75820
I77.0,75822
I77.0,75825
I77.0,75827
I77.0,93990
I77.1,36005
I77.1,36010
I77.1,36140
I77.1,36215
I77.1,36216
I77.1,36217
I77.1,36218
I77.1,36245
I77.1,36246
I77.1,36247
I77.1,36593
I77.1,36831
I77.1,36832
I77.1,36833
I77.1,36901
I77.1,36902
I77.1,36903
I77.1,36904
I77.1,36905
I77.1,36906
I77.1,36907
I77.1,37186
I77.1,37211
I77.1,37212
I77.1,37213
I77.1,37214
I77.1,37236
I77.1,37237
I77.1,37246
I77.1,37247
I77.1,37248
I77.1,37249
I77.1,75710
I77.1,75820
I77.1,75822
I77.1,75825
I77.1,75827
I77.1,93990
I80.8,36005
I80.8,36010
I80.8,36140
I80.8,36215
I80.8,36216
I80.8,36217
I80.8,36218
I80.8,36245
I80.8,36246
I80.8,36247
I80.8,36593
I80.8,36831
I80.8,36832
I80.8,36833
I80.8,36901
I80.8,36902
I80.8,36903
I80.8,36904
I80.8,36905
I80.8,36906
I80.8,36907
I80.8,37186
I80.8,37211
I80.8,37212
I80.8,37213
I80.8,37214
I80.8,37236
I80.8,37237
I80.8,37246
I80.8,37247
I80.8,37248
I80.8,37249
I80.8,75710
I80.8,75820
I80.8,75822
I80.8,75825
I80.8,75827
I80.8,93990
I87.1,36005
I87.1,36010
I87.1,36140
I87.1,36215
I87.1,36216
I87.1,36217
I87.1,36218
I87.1,36245
I87.1,36246
I87.1,36247
I87.1,36593
I87.1,36831
I87.1,36832
I87.1,36833
I87.1,36901
I87.1,36902
I87.1,36903
I87.1,36904
I87.1,36905
I87.1,36906
I87.1,36907
I87.1,37186
I87.1,37211
I87.1,37212
I87.1,37213
I87.1,37214
I87.1,37236
I87.1,37237
I87.1,37246
I87.1,37247
I87.1,37248
I87.1,37249
I87.1,75710
I87.1,75820
I87.1,75822
I87.1,75825
I87.1,75827
I87.1,93990
M79.89,36005
M79.89,36010
M79.89,36140
M79.89,36215
M79.89,36216
M79.89,36217
M79.89,36218
M79.89,36245
M79.89,36246
M79.89,36247
M79.89,36593
M79.89,36831
M79.89,36832
M79.89,36833
M79.89,36901
M79.89,36902
M79.89,36903
M79.89,36904
M79.89,36905
M79.89,36906
M79.89,36907
M79.89,37186
M79.89,37211
M79.89,37212
M79.89,37213
M79.89,37214
M79.89,37236
M79.89,37237
M79.89,37246
M79.89,37247
M79.89,37248
M79.89,37249
M79.89,75710
M79.89,75820
M79.89,75822
M79.89,75825
M79.89,75827
M79.89,93990
N18.6,36005
N18.6,36010
N18.6,36140
N18.6,36215
N18.6,36216
N18.6,36217
N18.6,36218
N18.6,36245
N18.6,36246
N18.6,36247
N18.6,36593
N18.6,36831
N18.6,36832
N18.6,36833
N18.6,36901
N18.6,36902
N18.6,36903
N18.6,36904
N18.6,36905
N18.6,36906
N18.6,36907
N18.6,37186
N18.6,37211
N18.6,37212
N18.6,37213
N18.6,37214
N18.6,37236
N18.6,37237
N18.6,37246
N18.6,37247
N18.6,37248
N18.6,37249
N18.6,75710
N18.6,75820
N18.6,75822
N18.6,75825
N18.6,75827
N18.6,93990
T82.310A,36005
T82.310A,36010
T82.310A,36140
T82.310A,36215
T82.310A,36216
T82.310A,36217
T82.310A,36218
T82.310A,36245
T82.310A,36246
T82.310A,36247
T82.310A,36593
T82.310A,36831
T82.310A,36832
T82.310A,36833
T82.310A,36901
T82.310A,36902
T82.310A,36903
T82.310A,36904
T82.310A,36905
T82.310A,36906
T82.310A,36907
T82.310A,37186
T82.310A,37211
T82.310A,37212
T82.310A,37213
T82.310A,37214
T82.310A,37236
T82.310A,37237
T82.310A,37246
T82.310A,37247
T82.310A,37248
T82.310A,37249
T82.310A,75710
T82.310A,75820
T82.310A,75822
T82.310A,75825
T82.310A,75827
T82.310A,93990
T82.311A,36005
T82.311A,36010
T82.311A,36140
T82.311A,36215
T82.311A,36216
T82.311A,36217
T82.311A,36218
T82.311A,36245
T82.311A,36246
T82.311A,36247
T82.311A,36593
T82.311A,36831
T82.311A,36832
T82.311A,36833
T82.311A,36901
T82.311A,36902
T82.311A,36903
T82.311A,36904
T82.311A,36905
T82.311A,36906
T82.311A,36907
T82.311A,37186
T82.311A,37211
T82.311A,37212
T82.311A,37213
T82.311A,37214
T82.311A,37236
T82.311A,37237
T82.311A,37246
T82.311A,37247
T82.311A,37248
T82.311A,37249
T82.311A,75710
T82.311A,75820
T82.311A,75822
T82.311A,75825
T82.311A,75827
T82.311A,93990
T82.312A,36005
T82.312A,36010
T82.312A,36140
T82.312A,36215
T82.312A,36216
T82.312A,36217
T82.312A,36218
T82.312A,36245
T82.312A,36246
T82.312A,36247
T82.312A,36593
T82.312A,36831
T82.312A,36832
T82.312A,36833
T82.312A,36901
T82.312A,36902
T82.312A,36903
T82.312A,36904
T82.312A,36905
T82.312A,36906
T82.312A,36907
T82.312A,37186
T82.312A,37211
T82.312A,37212
T82.312A,37213
T82.312A,37214
T82.312A,37236
T82.312A,37237
T82.312A,37246
T82.312A,37247
T82.312A,37248
T82.312A,37249
T82.312A,75710
T82.312A,75820
T82.312A,75822
T82.312A,75825
T82.312A,75827
T82.312A,93990
T82.318A,36005
T82.318A,36010
T82.318A,36140
T82.318A,36215
T82.318A,36216
T82.318A,36217
T82.318A,36218
T82.318A,36245
T82.318A,36246
T82.318A,36247
T82.318A,36593
T82.318A,36831
T82.318A,36832
T82.318A,36833
T82.318A,36901
T82.318A,36902
T82.318A,36903
T82.318A,36904
T82.318A,36905
T82.318A,36906
T82.318A,36907
T82.318A,37186
T82.318A,37211
T82.318A,37212
T82.318A,37213
T82.318A,37214
T82.318A,37236
T82.318A,37237
T82.318A,37246
T82.318A,37247
T82.318A,37248
T82.318A,37249
T82.318A,75710
T82.318A,75820
T82.318A,75822
T82.318A,75825
T82.318A,75827
T82.318A,93990
T82.320A,36005
T82.320A,36010
T82.320A,36140
T82.320A,36215
T82.320A,36216
T82.320A,36217
T82.320A,36218
T82.320A,36245
T82.320A,36246
T82.320A,36247
T82.320A,36593
T82.320A,36831
T82.320A,36832
T82.320A,36833
T82.320A,36901
T82.320A,36902
T82.320A,36903
T82.320A,36904
T82.320A,36905
T82.320A,36906
T82.320A,36907
T82.320A,37186
T82.320A,37211
T82.320A,37212
T82.320A,37213
T82.320A,37214
T82.320A,37236
T82.320A,37237
T82.320A,37246
T82.320A,37247
T82.320A,37248
T82.320A,37249
T82.320A,75710
T82.320A,75820
T82.320A,75822
T82.320A,75825
T82.320A,75827
T82.320A,93990
T82.321A,36005
T82.321A,36010
T82.321A,36140
T82.321A,36215
T82.321A,36216
T82.321A,36217
T82.321A,36218
T82.321A,36245
T82.321A,36246
T82.321A,36247
T82.321A,36593
T82.321A,36831
T82.321A,36832
T82.321A,36833
T82.321A,36901
T82.321A,36902
T82.321A,36903
T82.321A,36904
T82.321A,36905
T82.321A,36906
T82.321A,36907
T82.321A,37186
T82.321A,37211
T82.321A,37212
T82.321A,37213
T82.321A,37214
T82.321A,37236
T82.321A,37237
T82.321A,37246
T82.321A,37247
T82.321A,37248
T82.321A,37249
T82.321A,75710
T82.321A,75820
T82.321A,75822
T82.321A,75825
T82.321A,75827
T82.321A,93990
T82.322A,36005
T82.322A,36010
T82.322A,36140
T82.322A,36215
T82.322A,36216
T82.322A,36217
T82.322A,36218
T82.322A,36245
T82.322A,36246
T82.322A,36247
T82.322A,36593
T82.322A,36831
T82.322A,36832
T82.322A,36833
T82.322A,36901
T82.322A,36902
T82.322A,36903
T82.322A,36904
T82.322A,36905
T82.322A,36906
T82.322A,36907
T82.322A,37186
T82.322A,37211
T82.322A,37212
T82.322A,37213
T82.322A,37214
T82.322A,37236
T82.322A,37237
T82.322A,37246
T82.322A,37247
T82.322A,37248
T82.322A,37249
T82.322A,75710
T82.322A,75820
T82.322A,75822
T82.322A,75825
T82.322A,75827
T82.322A,93990
T82.328A,36005
T82.328A,36010
T82.328A,36140
T82.328A,36215
T82.328A,36216
T82.328A,36217
T82.328A,36218
T82.328A,36245
T82.328A,36246
T82.328A,36247
T82.328A,36593
T82.328A,36831
T82.328A,36832
T82.328A,36833
T82.328A,36901
T82.328A,36902
T82.328A,36903
T82.328A,36904
T82.328A,36905
T82.328A,36906
T82.328A,36907
T82.328A,37186
T82.328A,37211
T82.328A,37212
T82.328A,37213
T82.328A,37214
T82.328A,37236
T82.328A,37237
T82.328A,37246
T82.328A,37247
T82.328A,37248
T82.328A,37249
T82.328A,75710
T82.328A,75820
T82.328A,75822
T82.328A,75825
T82.328A,75827
T82.328A,93990
T82.330A,36005
T82.330A,36010
T82.330A,36140
T82.330A,36215
T82.330A,36216
T82.330A,36217
T82.330A,36218
T82.330A,36245
T82.330A,36246
T82.330A,36247
T82.330A,36593
T82.330A,36831
T82.330A,36832
T82.330A,36833
T82.330A,36901
T82.330A,36902
T82.330A,36903
T82.330A,36904
T82.330A,36905
T82.330A,36906
T82.330A,36907
T82.330A,37186
T82.330A,37211
T82.330A,37212
T82.330A,37213
T82.330A,37214
T82.330A,37236
T82.330A,37237
T82.330A,37246
T82.330A,37247
T82.330A,37248
T82.330A,37249
T82.330A,75710
T82.330A,75820
T82.330A,75822
T82.330A,75825
T82.330A,75827
T82.330A,93990
T82.331A,36005
T82.331A,36010
T82.331A,36140
T82.331A,36215
T82.331A,36216
T82.331A,36217
T82.331A,36218
T82.331A,36245
T82.331A,36246
T82.331A,36247
T82.331A,36593
T82.331A,36831
T82.331A,36832
T82.331A,36833
T82.331A,36901
T82.331A,36902
T82.331A,36903
T82.331A,36904
T82.331A,36905
T82.331A,36906
T82.331A,36907
T82.331A,37186
T82.331A,37211
T82.331A,37212
T82.331A,37213
T82.331A,37214
T82.331A,37236
T82.331A,37237
T82.331A,37246
T82.331A,37247
T82.331A,37248
T82.331A,37249
T82.331A,75710
T82.331A,75820
T82.331A,75822
T82.331A,75825
T82.331A,75827
T82.331A,93990
T82.332A,36005
T82.332A,36010
T82.332A,36140
T82.332A,36215
T82.332A,36216
T82.332A,36217
T82.332A,36218
T82.332A,36245
T82.332A,36246
T82.332A,36247
T82.332A,36593
T82.332A,36831
T82.332A,36832
T82.332A,36833
T82.332A,36901
T82.332A,36902
T82.332A,36903
T82.332A,36904
T82.332A,36905
T82.332A,36906
T82.332A,36907
T82.332A,37186
T82.332A,37211
T82.332A,37212
T82.332A,37213
T82.332A,37214
T82.332A,37236
T82.332A,37237
T82.332A,37246
T82.332A,37247
T82.332A,37248
T82.332A,37249
T82.332A,75710
T82.332A,75820
T82.332A,75822
T82.332A,75825
T82.332A,75827
T82.332A,93990
T82.338A,36005
T82.338A,36010
T82.338A,36140
T82.338A,36215
T82.338A,36216
T82.338A,36217
T82.338A,36218
T82.338A,36245
T82.338A,36246
T82.338A,36247
T82.338A,36593
T82.338A,36831
